1,青田,火曜日、金曜日,木曜日,第1、第3木曜日,第2、第4木曜日
2,市野谷,月曜日、木曜日,水曜日,第1、第3水曜日,第2、第4水曜日
3,後平井,月曜日、木曜日,水曜日,第1、第3水曜日,第2、第4水曜日
4,江戸川台西1丁目,水曜日、土曜日,月曜日,第1、第3月曜日,第2、第4月曜日
5,江戸川台西2丁目,水曜日、土曜日,月曜日,第1、第3月曜日,第2、第4月曜日
6,江戸川台西3丁目,水曜日、土曜日,月曜日,第1、第3月曜日,第2、第4月曜日
7,江戸川台西4丁目,水曜日、土曜日,月曜日,第1、第3月曜日,第2、第4月曜日
8,江戸川台東1丁目,水曜日、土曜日,月曜日,第1、第3月曜日,第2、第4月曜日
9,江戸川台東2丁目,水曜日、土曜日,火曜日,第1、第3火曜日,第2、第4火曜日
10,江戸川台東3丁目,水曜日、土曜日,火曜日,第1、第3火曜日,第2、第4火曜日
11,江戸川台東4丁目,水曜日、土曜日,火曜日,第1、第3火曜日,第2、第4火曜日
12,大畔,火曜日、金曜日,木曜日,第1、第3木曜日,第2、第4木曜日
13,おおたかの森北一丁目,火曜日、金曜日,木曜日,第1、第3木曜日,第2、第4木曜日
14,おおたかの森北二丁目,火曜日、金曜日,木曜日,第1、第3木曜日,第2、第4木曜日
15,おおたかの森北三丁目,火曜日、金曜日,木曜日,第1、第3木曜日,第2、第4木曜日
16,おおたかの森西一丁目,月曜日、木曜日,水曜日,第1、第3水曜日,第2、第4水曜日
17,おおたかの森西二丁目,月曜日、木曜日,水曜日,第1、第3水曜日,第2、第4水曜日
18,おおたかの森西三丁目,火曜日、金曜日,木曜日,第1、第3木曜日,第2、第4木曜日
19,おおたかの森西四丁目,火曜日、金曜日,木曜日,第1、第3木曜日,第2、第4木曜日
20,おおたかの森東一丁目,火曜日、金曜日,木曜日,第1、第3木曜日,第2、第4木曜日
21,おおたかの森東二丁目,火曜日、金曜日,木曜日,第1、第3木曜日,第2、第4木曜日
22,おおたかの森東三丁目,火曜日、金曜日,木曜日,第1、第3木曜日,第2、第4木曜日
23,おおたかの森東四丁目,火曜日、金曜日,木曜日,第1、第3木曜日,第2、第4木曜日
24,おおたかの森南一丁目,火曜日、金曜日,木曜日,第1、第3木曜日,第2、第4木曜日
25,おおたかの森南二丁目,月曜日、木曜日,水曜日,第1、第3水曜日,第2、第4水曜日
26,おおたかの森南三丁目,月曜日、木曜日,水曜日,第1、第3水曜日,第2、第4水曜日
27,思井,月曜日、木曜日,水曜日,第1、第3水曜日,第2、第4水曜日
28,思井一丁目,月曜日、木曜日,水曜日,第1、第3水曜日,第2、第4水曜日
29,加,水曜日、土曜日,月曜日,第1、第3月曜日,第2、第4月曜日
30,加一丁目,水曜日、土曜日,月曜日,第1、第3月曜日,第2、第4月曜日
31,加二丁目,水曜日、土曜日,月曜日,第1、第3月曜日,第2、第4月曜日
32,加三丁目,水曜日、土曜日,月曜日,第1、第3月曜日,第2、第4月曜日
33,加四丁目,水曜日、土曜日,月曜日,第1、第3月曜日,第2、第4月曜日
34,加五丁目,水曜日、土曜日,月曜日,第1、第3月曜日,第2、第4月曜日
35,加六丁目,水曜日、土曜日,月曜日,第1、第3月曜日,第2、第4月曜日
36,上貝塚,水曜日、土曜日,月曜日,第1、第3月曜日,第2、第4月曜日
37,上新宿,水曜日、土曜日,月曜日,第1、第3月曜日,第2、第4月曜日
38,上新宿新田,水曜日、土曜日,月曜日,第1、第3月曜日,第2、第4月曜日
39,木,火曜日、金曜日,水曜日,第1、第3水曜日,第2、第4水曜日
40,北,水曜日、土曜日,月曜日,第1、第3月曜日,第2、第4月曜日
41,桐ケ谷,水曜日、土曜日,月曜日,第1、第3月曜日,第2、第4月曜日
42,こうのす台,水曜日、土曜日,火曜日,第1、第3火曜日,第2、第4火曜日
43,駒木,火曜日、金曜日,木曜日,第1、第3木曜日,第2、第4木曜日
44,駒木台,火曜日、金曜日,木曜日,第1、第3木曜日,第2、第4木曜日
45,小屋,水曜日、土曜日,月曜日,第1、第3月曜日,第2、第4月曜日
46,芝崎,月曜日、木曜日,水曜日,第1、第3水曜日,第2、第4水曜日
47,下花輪,水曜日、土曜日,月曜日,第1、第3月曜日,第2、第4月曜日
48,谷,水曜日、土曜日,月曜日,第1、第3月曜日,第2、第4月曜日
49,中,月曜日、木曜日,水曜日,第1、第3水曜日,第2、第4水曜日
50,中野久木,水曜日、土曜日,月曜日,第1、第3月曜日,第2、第4月曜日
51,長崎1丁目,火曜日、金曜日,水曜日,第1、第3水曜日,第2、第4水曜日
52,長崎2丁目,火曜日、金曜日,水曜日,第1、第3水曜日,第2、第4水曜日
53,流山,火曜日、金曜日,水曜日,第1、第3水曜日,第2、第4水曜日
54,流山1丁目,水曜日、土曜日,火曜日,第1、第3火曜日,第2、第4火曜日
55,流山2丁目,水曜日、土曜日,火曜日,第1、第3火曜日,第2、第4火曜日
56,流山3丁目,水曜日、土曜日,火曜日,第1、第3火曜日,第2、第4火曜日
57,流山4丁目,水曜日、土曜日,火曜日,第1、第3火曜日,第2、第4火曜日
58,流山5丁目,月曜日、木曜日,火曜日,第1、第3火曜日,第2、第4火曜日
59,流山6丁目,月曜日、木曜日,火曜日,第1、第3火曜日,第2、第4火曜日
60,流山7丁目,月曜日、木曜日,火曜日,第1、第3火曜日,第2、第4火曜日
61,流山8丁目,月曜日、木曜日,火曜日,第1、第3火曜日,第2、第4火曜日
62,流山9丁目,月曜日、木曜日,火曜日,第1、第3火曜日,第2、第4火曜日
63,名都借,月曜日、木曜日,水曜日,第1、第3水曜日,第2、第4水曜日
64,西初石1丁目,水曜日、土曜日,月曜日,第1、第3月曜日,第2、第4月曜日
65,西初石2丁目,水曜日、土曜日,月曜日,第1、第3月曜日,第2、第4月曜日
66,西初石3丁目,火曜日、金曜日,木曜日,第1、第3木曜日,第2、第4木曜日
67,西初石4丁目,火曜日、金曜日,木曜日,第1、第3木曜日,第2、第4木曜日
68,西初石5丁目,火曜日、金曜日,木曜日,第1、第3木曜日,第2、第4木曜日
69,西平井,月曜日、木曜日,金曜日,第1、第3金曜日,第2、第4金曜日
70,西平井一丁目,月曜日、木曜日,金曜日,第1、第3金曜日,第2、第4金曜日
71,西平井二丁目,月曜日、木曜日,金曜日,第1、第3金曜日,第2、第4金曜日
72,西平井三丁目,月曜日、木曜日,金曜日,第1、第3金曜日,第2、第4金曜日
73,西深井,水曜日、土曜日,火曜日,第1、第3火曜日,第2、第4火曜日
74,西松ケ丘1丁目,月曜日、木曜日,金曜日,第1、第3金曜日,第2、第4金曜日
75,野々下1丁目,月曜日、木曜日,水曜日,第1、第3水曜日,第2、第4水曜日
76,野々下2丁目,火曜日、金曜日,水曜日,第1、第3水曜日,第2、第4水曜日
77,野々下3丁目,火曜日、金曜日,水曜日,第1、第3水曜日,第2、第4水曜日
78,野々下4丁目,火曜日、金曜日,水曜日,第1、第3水曜日,第2、第4水曜日
79,野々下5丁目,火曜日、金曜日,水曜日,第1、第3水曜日,第2、第4水曜日
80,野々下6丁目,火曜日、金曜日,水曜日,第1、第3水曜日,第2、第4水曜日
81,東初石1丁目,火曜日、金曜日,月曜日,第1、第3月曜日,第2、第4月曜日
82,東初石2丁目,火曜日、金曜日,月曜日,第1、第3月曜日,第2、第4月曜日
83,東初石3丁目,火曜日、金曜日,月曜日,第1、第3月曜日,第2、第4月曜日
84,東初石4丁目,火曜日、金曜日,月曜日,第1、第3月曜日,第2、第4月曜日
85,東深井A（東深井B以外の地域）,水曜日、土曜日,火曜日,第1、第3火曜日,第2、第4火曜日
86,東深井B（大橋団地・オークタウン江戸川台・小田急江戸川台団地・星和江戸川台・TBSやよい団地・トーメン第3江戸川台・東急団地・中ノ坪・東深井みどり台・東深井こもれび各地域）,水曜日、土曜日,火曜日,第1、第3火曜日,第2、第4火曜日
87,平方,水曜日、土曜日,火曜日,第1、第3火曜日,第2、第4火曜日
88,平方村新田,水曜日、土曜日,火曜日,第1、第3火曜日,第2、第4火曜日
89,鰭ケ崎,月曜日、木曜日,金曜日,第1、第3金曜日,第2、第4金曜日
90,鰭ケ崎一丁目,月曜日、木曜日,金曜日,第1、第3金曜日,第2、第4金曜日
91,鰭ケ崎二丁目,月曜日、木曜日,金曜日,第1、第3金曜日,第2、第4金曜日
92,深井新田,水曜日、土曜日,火曜日,第1、第3火曜日,第2、第4火曜日
93,富士見台,水曜日、土曜日,月曜日,第1、第3月曜日,第2、第4月曜日
94,富士見台1丁目,水曜日、土曜日,月曜日,第1、第3月曜日,第2、第4月曜日
95,富士見台2丁目,水曜日、土曜日,月曜日,第1、第3月曜日,第2、第4月曜日
96,古間木,月曜日、木曜日,水曜日,第1、第3水曜日,第2、第4水曜日
97,平和台1丁目,水曜日、土曜日,火曜日,第1、第3火曜日,第2、第4火曜日
98,平和台2丁目,水曜日、土曜日,火曜日,第1、第3火曜日,第2、第4火曜日
99,平和台3丁目,水曜日、土曜日,火曜日,第1、第3火曜日,第2、第4火曜日
100,平和台4丁目,水曜日、土曜日,火曜日,第1、第3火曜日,第2、第4火曜日
101,平和台5丁目,水曜日、土曜日,火曜日,第1、第3火曜日,第2、第4火曜日
102,前ケ崎,月曜日、木曜日,金曜日,第1、第3金曜日,第2、第4金曜日
103,前平井,月曜日、木曜日,水曜日,第1、第3水曜日,第2、第4水曜日
104,松ケ丘1丁目,月曜日、木曜日,金曜日,第1、第3金曜日,第2、第4金曜日
105,松ケ丘2丁目,月曜日、木曜日,金曜日,第1、第3金曜日,第2、第4金曜日
106,松ケ丘3丁目,月曜日、木曜日,金曜日,第1、第3金曜日,第2、第4金曜日
107,松ケ丘4丁目,月曜日、木曜日,金曜日,第1、第3金曜日,第2、第4金曜日
108,松ケ丘5丁目,月曜日、木曜日,水曜日,第1、第3水曜日,第2、第4水曜日
109,松ケ丘6丁目,月曜日、木曜日,水曜日,第1、第3水曜日,第2、第4水曜日
110,美田,火曜日、金曜日,木曜日,第1、第3木曜日,第2、第4木曜日
111,南,水曜日、土曜日,月曜日,第1、第3月曜日,第2、第4月曜日
112,南流山1丁目,火曜日、金曜日,木曜日,第1、第3木曜日,第2、第4木曜日
113,南流山2丁目,火曜日、金曜日,木曜日,第1、第3木曜日,第2、第4木曜日
114,南流山3丁目,火曜日、金曜日,木曜日,第1、第3木曜日,第2、第4木曜日
115,南流山4丁目,火曜日、金曜日,水曜日,第1、第3水曜日,第2、第4水曜日
116,南流山5丁目,火曜日、金曜日,水曜日,第1、第3水曜日,第2、第4水曜日
117,南流山6丁目,火曜日、金曜日,木曜日,第1、第3木曜日,第2、第4木曜日
118,南流山7丁目,火曜日、金曜日,水曜日,第1、第3水曜日,第2、第4水曜日
119,南流山8丁目,火曜日、金曜日,水曜日,第1、第3水曜日,第2、第4水曜日
120,美原1丁目,水曜日、土曜日,火曜日,第1、第3火曜日,第2、第4火曜日
121,美原2丁目,水曜日、土曜日,火曜日,第1、第3火曜日,第2、第4火曜日
122,美原3丁目,水曜日、土曜日,火曜日,第1、第3火曜日,第2、第4火曜日
123,美原4丁目,水曜日、土曜日,火曜日,第1、第3火曜日,第2、第4火曜日
124,宮園1丁目,月曜日、木曜日,水曜日,第1、第3水曜日,第2、第4水曜日
125,宮園2丁目,月曜日、木曜日,水曜日,第1、第3水曜日,第2、第4水曜日
126,宮園3丁目,月曜日、木曜日,水曜日,第1、第3水曜日,第2、第4水曜日
127,三輪野山,水曜日、土曜日,月曜日,第1、第3月曜日,第2、第4月曜日
128,三輪野山一丁目,水曜日、土曜日,月曜日,第1、第3月曜日,第2、第4月曜日
129,三輪野山二丁目,水曜日、土曜日,月曜日,第1、第3月曜日,第2、第4月曜日
130,三輪野山三丁目,水曜日、土曜日,月曜日,第1、第3月曜日,第2、第4月曜日
131,三輪野山四丁目,水曜日、土曜日,月曜日,第1、第3月曜日,第2、第4月曜日
132,三輪野山五丁目,水曜日、土曜日,月曜日,第1、第3月曜日,第2、第4月曜日
133,向小金1丁目,月曜日、木曜日,金曜日,第1、第3金曜日,第2、第4金曜日
134,向小金2丁目,月曜日、木曜日,金曜日,第1、第3金曜日,第2、第4金曜日
135,向小金3丁目,月曜日、木曜日,金曜日,第1、第3金曜日,第2、第4金曜日
136,向小金4丁目,月曜日、木曜日,金曜日,第1、第3金曜日,第2、第4金曜日
137,若葉台,火曜日、金曜日,木曜日,第1、第3木曜日,第2、第4木曜日